graph_type,num_vars,algorithm,reference,mae_lb_error,std_lb_error,max_lb_error,mae_ub_error,std_ub_error,max_ub_error,containment_rate,mean_width_ratio,std_width_ratio,mean_build_time,mean_run_time,mean_total_time,std_total_time,ref_time,avg_induced_width
polytree_fr,30,ibp,cjt_l,0.0001354,0.00141388,0.01873242,0.00034577,0.00271872,0.03426621,0.636667,0.999498,0.003598,0.5567,0.0371,0.5939,0.084,5.2163,1.1
polytree_fr,40,approxlp,cjt_l,0.00510027,0.0218178,0.19588404,0.00519937,0.02440436,0.1936843,0.5225,0.989586,0.033107,0.7649,52.216,52.9809,9.2225,12.1043,1.4
polytree_fr,40,ariel,cjt_l,0.00069232,0.00518038,0.06876341,0.00091034,0.01615842,0.3230638,0.5175,0.998588,0.016924,0.0,20.7603,20.7603,4.3161,12.1043,
polytree_fr,40,cjt,cjt_l,0.0,1e-08,4e-08,0.0,0.0,4e-08,1.0,1.0,0.0,0.0124,2.6068,2.6191,0.1631,12.1043,2.0
polytree_fr,40,cve_cm,cjt_l,0.35481778,0.19687743,0.8365002,0.3559829,0.19384493,0.79437824,0.0125,0.257884,0.323439,0.7769,184.5958,185.3727,457.3474,12.1043,1.4
polytree_fr,40,cve_cp,cjt_l,0.43860262,0.14997408,0.81831316,0.40449719,0.15313368,0.80890925,0.0075,0.226782,1.578578,0.7913,181.1762,181.9675,441.1963,12.1043,1.4
polytree_fr,40,ibp,cjt_l,0.00031196,0.00187928,0.01933193,0.0002174,0.00192615,0.03042349,0.675,0.999419,0.003465,0.7972,0.0593,0.8565,0.1061,12.1043,1.4
polytree_fr,50,approxlp,cjt_l,0.00471398,0.0209941,0.195301,0.00513799,0.0242487,0.194459,0.546,0.98999,0.031979,1.1023,124.1282,125.2305,24.8841,38.3425,1.5
polytree_fr,50,ariel,cjt_l,0.00079181,0.0159844,0.35588339,0.00122056,0.01899729,0.39580015,0.384,0.998238,0.026846,0.0,31.0652,31.0652,5.2515,38.3425,
polytree_fr,50,cjt,cjt_l,0.0,1e-08,7e-08,0.0,0.0,4e-08,0.9925,1.0,0.0,0.0134,4.1682,4.1817,2.1778,38.3425,2.25
polytree_fr,50,cve_cm,cjt_l,0.3991775,0.18519436,0.76899881,0.39132611,0.18401517,0.79028257,0.016,0.187122,0.30312,0.9287,21.6695,22.5981,28.2553,38.3425,1.5
polytree_fr,50,cve_cp,cjt_l,0.45252975,0.15152241,0.81032128,0.41392653,0.14745435,0.7218368,0.002,0.122494,0.298203,0.9631,19.1706,20.1336,24.6942,38.3425,1.5
polytree_fr,50,ibp,cjt_l,0.00051448,0.00489272,0.08576614,0.00026322,0.00215204,0.02878397,0.676,0.999166,0.006037,0.988,0.0714,1.0594,0.0791,38.3425,1.5
polytree_fr,100,approxlp,cjt_l,0.00561738,0.02346519,0.19530305,0.00430164,0.0194682,0.193505,0.613,0.990016,0.030692,1.9471,1545.8243,1547.7714,209.5789,68.6417,1.4
polytree_fr,100,ariel,cjt_l,0.00048759,0.01003594,0.30788114,0.0002526,0.00598185,0.18750314,0.383,0.998854,0.031749,0.0,58.0794,58.0794,14.6312,68.6417,
polytree_fr,100,cjt,cjt_l,0.0,0.0,5e-08,0.0,0.0,5e-08,0.98875,1.0,0.0,0.0207,8.7847,8.8055,0.2238,68.6417,2.25
polytree_fr,100,cve_cm,cjt_l,0.43585656,0.16509435,0.82569084,0.4408376,0.16241785,0.78677045,0.005556,0.106673,0.241807,1.8587,272.6522,274.5109,277.6612,68.6417,1.33
polytree_fr,100,cve_cp,cjt_l,0.4707333,0.13798197,0.85560127,0.44423314,0.13692793,0.78397974,0.002222,0.08713,0.35313,1.8688,257.153,259.0219,293.5224,68.6417,1.33
polytree_fr,100,ibp,cjt_l,0.00022546,0.00248068,0.06002073,0.00023058,0.00245651,0.04908349,0.814,0.999542,0.003612,1.9293,0.1548,2.0842,0.2225,68.6417,1.4
