graph_type,num_vars,algorithm,reference,mae_lb_error,rmse_lb_error,max_lb_error,mae_ub_error,rmse_ub_error,max_ub_error,containment_rate,mean_width_ratio,std_width_ratio,mean_build_time,mean_run_time,mean_total_time,std_total_time,ref_time,avg_induced_width
polytree,10,ijgp_cp,ariel,0.11134752,0.18294188,0.65222153,0.09601298,0.14580802,0.39152696,0.19,1.043976,0.459793,1.9221,1.5191,3.4412,3.3489,3.0605,1.3
polytree,20,approxlp,ariel,0.03680837,0.11081416,0.68772224,0.03205953,0.10169024,0.65982699,0.675,1.109133,0.369132,3.6661,4.792,8.4581,1.2396,6.7183,1.6
polytree,20,ccte_cm,ariel,0.11786369,0.17221839,0.50307877,0.14197052,0.18911733,0.53534899,0.075,0.813163,0.298011,4.4519,2.4049,6.8568,5.1095,6.7183,1.6
polytree,20,ccte_cp,ariel,0.11968045,0.17326004,0.46197898,0.14958936,0.19523494,0.43284625,0.055,0.781813,0.254361,4.4815,2.3452,6.8267,4.721,6.7183,1.6
polytree,20,ibp,ariel,0.2424325,0.3207865,0.49999997,0.2680514,0.33435468,0.65982699,0.085,0.473994,0.524831,3.656,0.0408,3.6967,0.3118,6.7183,1.6
polytree,20,ijgp_cm,ariel,0.14531794,0.31841424,0.99999994,0.14210374,0.31968526,0.99999994,0.165,0.787084,0.789302,4.005,2.617,6.622,4.5458,6.7183,1.6
polytree,20,ijgp_cp,ariel,0.16372063,0.32395747,0.99999994,0.17253406,0.33255933,0.99999994,0.11,0.710522,0.759846,3.9678,3.2328,7.2006,4.604,6.7183,1.6
polytree,30,approxlp,ariel,0.02224762,0.07438139,0.58480799,0.02447463,0.08467406,0.68228599,0.616667,1.057676,0.254473,6.1672,23.8627,30.0299,3.8709,12.2369,1.6
polytree,30,ccte_cm,ariel,0.128494,0.17538338,0.46951079,0.1354128,0.17865886,0.56330599,0.04,0.774965,0.26552,6.6659,2.9677,9.6336,2.916,12.2369,1.6
polytree,30,ccte_cp,ariel,0.148154,0.19773084,0.50922956,0.14902144,0.194688,0.56330599,0.076667,0.755441,0.299977,6.6782,2.4755,9.1537,2.2015,12.2369,1.6
polytree,30,ibp,ariel,0.26421959,0.33871173,0.49999997,0.27183604,0.34149762,0.56330599,0.07,0.426733,0.460107,5.506,0.0626,5.5686,0.4743,12.2369,1.6
polytree,30,ijgp_cm,ariel,0.31667102,0.52724994,0.99999994,0.31596417,0.52300711,0.99999997,0.056667,0.282821,1.144753,6.6104,4.1869,10.7973,9.2891,12.2369,1.6
polytree,30,ijgp_cp,ariel,0.34070673,0.5332257,0.99999994,0.3539149,0.53282563,0.99999997,0.05,0.212216,1.107852,6.5342,3.3123,9.8465,7.448,12.2369,1.6
polytree,40,approxlp,ariel,0.018715,0.07373376,0.61168194,0.01988184,0.06866992,0.46741109,0.638889,1.047369,0.216045,8.502,67.8775,76.3795,8.3979,18.5327,1.33
polytree,40,ccte_cm,ariel,0.151005,0.19509492,0.48165399,0.14133001,0.18745852,0.43336099,0.016667,0.733532,0.195044,8.5563,5.0688,13.6251,4.8267,18.5327,1.33
polytree,40,ccte_cp,ariel,0.15765553,0.20172742,0.42725669,0.15872957,0.20332407,0.43215233,0.025,0.703665,0.199144,8.6581,5.3698,14.0278,5.0644,18.5327,1.33
polytree,40,ibp,ariel,0.27064231,0.33792705,0.59284816,0.26814672,0.33791495,0.49999997,0.038889,0.442281,0.435116,7.5925,0.0737,7.6661,0.6215,18.5327,1.33
polytree,40,ijgp_cm,ariel,0.25878211,0.46639782,1.0,0.25700769,0.46253771,1.0,0.058333,0.492212,0.887022,8.74,9.0464,17.7864,21.5244,18.5327,1.33
polytree,40,ijgp_cp,ariel,0.29348505,0.47532351,1.0,0.29671533,0.47467709,1.0,0.047222,0.400826,0.839288,8.7717,6.0852,14.8569,14.0199,18.5327,1.33
polytree,50,approxlp,ariel,0.02166028,0.08725898,0.68337226,0.01679512,0.06855835,0.59806595,0.626,1.039619,0.258422,8.7717,112.0151,120.7868,6.5874,25.3175,1.4
polytree,50,ccte_cm,ariel,0.14456585,0.19205826,0.45634039,0.15909022,0.20930646,0.54858963,0.032,0.723488,0.185308,10.4658,1.9326,12.3984,1.2565,25.3175,1.4
polytree,50,ccte_cp,ariel,0.15452734,0.20275021,0.48326679,0.16779283,0.21658071,0.54858963,0.03,0.70364,0.203176,10.4779,1.9424,12.4203,1.3426,25.3175,1.4
polytree,50,ibp,ariel,0.29113274,0.35969298,0.52998719,0.29346603,0.35861502,0.54453938,0.036,0.404855,0.428013,9.9342,0.0866,10.0208,0.5663,25.3175,1.4
polytree,50,ijgp_cm,ariel,0.23549455,0.44465937,1.0,0.23440363,0.44022811,1.0,0.05,0.534693,0.873788,10.4463,6.5987,17.045,16.6052,25.3175,1.4
polytree,50,ijgp_cp,ariel,0.27984094,0.45775595,1.0,0.28423267,0.45516042,1.0,0.03,0.429484,0.824205,10.4037,4.8446,15.2483,11.6293,25.3175,1.4
polytree,100,approxlp,ariel,0.01130193,0.05344094,0.67004775,0.01234589,0.05824561,0.69024085,0.605,1.021163,0.177796,17.6086,1575.3722,1592.9808,287.3244,48.1353,1.5
polytree,100,ccte_cm,ariel,0.16872894,0.21203695,0.56109365,0.15916391,0.20235843,0.44361199,0.008,0.682521,0.159176,20.5718,7.2425,27.8144,4.3066,48.1353,1.5
polytree,100,ccte_cp,ariel,0.17543748,0.21971162,0.57403749,0.15922303,0.20495401,0.45287899,0.014,0.67757,0.186111,20.5175,9.0363,29.5538,8.9196,48.1353,1.5
polytree,100,ibp,ariel,0.28932328,0.3580013,0.49999997,0.28831514,0.35677403,0.49999997,0.034,0.406884,0.414078,21.7571,0.2265,21.9835,1.121,48.1353,1.5
polytree,100,ijgp_cm,ariel,0.2371561,0.44325373,0.99999997,0.23927449,0.44632226,0.99999997,0.029,0.51954,0.824449,20.7864,9.4522,30.2386,22.0866,48.1353,1.5
polytree,100,ijgp_cp,ariel,0.28317062,0.45758713,0.99999997,0.28619916,0.46028346,0.99999997,0.022,0.416889,0.777087,20.7497,8.402,29.1518,19.521,48.1353,1.5
